,Кавун,Карнак F1,,,"Дуже ранній гібрид кавуна. Плоди великі, округлої форми, масою від 10 кг. М'якуш хрусткий, тонкої текстури, яскраво-червоного насиченого кольору, з високим (12%) вмістом цукру. Насіння дрібної фракції, темно-коричневе. Шкірка щільна, оптимальної товщини, що дозволяє транспортувати плоди на далеку відстань без втрати якості.",8 шт,"9,00",,75-80 дн.,10 кг,,10-20 000 шт/га,6-25 шт,,United Genetics,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Карнак F1,,,"Дуже ранній гібрид кавуна. Плоди великі, округлої форми, масою від 10 кг. М'якуш хрусткий, тонкої текстури, яскраво-червоного насиченого кольору, з високим (12%) вмістом цукру. Насіння дрібної фракції, темно-коричневе. Шкірка щільна, оптимальної товщини, що дозволяє транспортувати плоди на далеку відстань без втрати якості.",100 шт,"72,00",,75-80 дн.,10 кг,,10-20 000 шт/га,6-25 шт,,United Genetics,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Карнак F1,,,"Дуже ранній гібрид кавуна. Плоди великі, округлої форми, масою від 10 кг. М'якуш хрусткий, тонкої текстури, яскраво-червоного насиченого кольору, з високим (12%) вмістом цукру. Насіння дрібної фракції, темно-коричневе. Шкірка щільна, оптимальної товщини, що дозволяє транспортувати плоди на далеку відстань без втрати якості.",1 000 шт,"743,00",,75-80 дн.,10 кг,,10-20 000 шт/га,6-25 шт,,United Genetics,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Крізбі F1,c5a1b1203209efda6aac8a4c6e5257ab,051d8b36d273a90dd5b675d117387796,"Надранній гібрид кавуна Кримсон Світ типу (58—62 дні).
Плоди округлі, смугасті, середня вага 7—10 кг, шкірка середньої
товщини, мають відмінну транспортабельність. М'якоть яскраво-
червона, хрустка, солодка, ніжної структури. Насіння дрібне коричневе.
Рослина середньої сили росту, високопродуктивна. Придатний для
вирощування, як у відкритому ґрунті, так і під плівкою. Дає стабільний
урожай навіть у посушливих умовах. Стійкий до фузаріозу",8 шт,"13,00",,58-62 дн.,7-10 кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Крізбі F1,c5a1b1203209efda6aac8a4c6e5257ab,051d8b36d273a90dd5b675d117387796,"Надранній гібрид кавуна Кримсон Світ типу (58—62 дні).
Плоди округлі, смугасті, середня вага 7—10 кг, шкірка середньої
товщини, мають відмінну транспортабельність. М'якоть яскраво-
червона, хрустка, солодка, ніжної структури. Насіння дрібне коричневе.
Рослина середньої сили росту, високопродуктивна. Придатний для
вирощування, як у відкритому ґрунті, так і під плівкою. Дає стабільний
урожай навіть у посушливих умовах. Стійкий до фузаріозу",1 000 шт,"620,00",,58-62 дн.,7-10 кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Кримсон світ,ccacb275dd84ea11b3384087d540ff52,6888ac9324429a4ac53080af08504306,"Середньоранній , дуже розповсюджений та загальновизнаний з існуючих сортів кавуна. Плоди округлої форми вагою 8-11 кг. М'якуш хрусткий, темно-червоний без прожилок, дуже солодкий. По вмісту цукру з ним не може зрівнятися ні один з відомих сортів та гібридів. Високі смакові та товарні якості. Колір шкірки світлі та зелені смуги. Відмінна транспортабельність. Високоврожайний навіть в умовах посухи. Стійкий до фузаріозу.",1 г,"5,00",,75-80 дн.,8-10 кг,,1-2 кг/га,6-25 шт,,Tezier,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Кримсон світ,ccacb275dd84ea11b3384087d540ff52,6888ac9324429a4ac53080af08504306,"Середньоранній , дуже розповсюджений та загальновизнаний з існуючих сортів кавуна. Плоди округлої форми вагою 8-11 кг. М'якуш хрусткий, темно-червоний без прожилок, дуже солодкий. По вмісту цукру з ним не може зрівнятися ні один з відомих сортів та гібридів. Високі смакові та товарні якості. Колір шкірки світлі та зелені смуги. Відмінна транспортабельність. Високоврожайний навіть в умовах посухи. Стійкий до фузаріозу.",500 шт,"494,00",,75-80 дн.,8-10 кг,,1-2 кг/га,6-25 шт,,Tezier,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Леді F1,,,"Самий ранній гібрид з овальними смугастими
плодами. Середня вага 9—12 кг, але в оптимальних умовах
вирощування можуть досягати 14—16 кг. М'якоть яскраво-
червона, ніжної структури, солодка, хрустка, без волокон.
Стійкий до розтріскування з відмінною транспортабельністю.
Вирощується у відкритому ґрунті та під плівкою.",8 шт,"15,00",,65-68 дн.,9-12  кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Леді F1,,,"Самий ранній гібрид з овальними смугастими
плодами. Середня вага 9—12 кг, але в оптимальних умовах
вирощування можуть досягати 14—16 кг. М'якоть яскраво-
червона, ніжної структури, солодка, хрустка, без волокон.
Стійкий до розтріскування з відмінною транспортабельністю.
Вирощується у відкритому ґрунті та під плівкою.",1 000 шт,"648,00",,65-68 дн.,9-12  кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Нельсон F1 ,,,"Високоврожайний, скоростиглий сорт кавуна овально-подовженої форми. Рослина дуже потужна, що сприяє отриманню викого врожаю в різних грунтово-кліматичних умовах. Плоди з широкими темно-зеленими и світлими смугами. М'якуш - червоного кольору, хрусткий, ніжний та дуже смачний. Плоди не мають внутрішніх пустот. Завдяки оптимальній товщині шкірки, гібрид прекрасно транспортується на великі відстані і зберігається без втрати смакових та товарних якостей. Має стабільно високу врожайність.",1 000 шт,"671,00",,70-75 дн.,12-15 кг,,10-20 000 шт/га,6-25 шт,,Tezier,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Призматика F1 ,,,"Інтенсивний гібрид типу Кримсон світ. Плід овальної форми, великий, масою більш ніж 12 кг. М'якуш ароматний, інтенсивного червоного забарвлення, дуже солодкий (вміст цукру більш ніж 12%). Гібрид відрізняється високою продуктивністю та однорідністю плодів. ",1 000 шт,"685,00",,65-70 дн.,11-13 кг,,10-20 000 шт/га,6-25 шт,більше 60 т/га,United Genetics,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Ред Стар F1,,,,8 шт,"13,00",,62-65 дн.,6-8 кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Ред Стар F1,,,,1 000 шт,"682,00",,62-65 дн.,6-8 кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Стетсон F1,,,"Ультраранній гібрид кавуна. Плоди великі, округлої форми, масою 8-1О кг. М'якоть хрустка, тонкої текстури, яскраво червоного насиченого кольору з високим вмістом цукру. Насіння дрібне, темно-коричневе. Шкірка щільна, оптимальної товщини, що дозволяє транспортувати плоди на далекі відстані без втрат якості.",8 шт,"10,00",,55-60 дн.,8-10 кг,,10-20 000 шт/га,6-25 шт,,Tezier,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Стетсон F1,,,"Ультраранній гібрид кавуна. Плоди великі, округлої форми, масою 8-1О кг. М'якоть хрустка, тонкої текстури, яскраво червоного насиченого кольору з високим вмістом цукру. Насіння дрібне, темно-коричневе. Шкірка щільна, оптимальної товщини, що дозволяє транспортувати плоди на далекі відстані без втрат якості.",1 000 шт,"818,00",,55-60 дн.,8-10 кг,,10-20 000 шт/га,6-25 шт,,Tezier,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Топ Ган F1,,,,8 шт,"13,00",,70-75 дн.,8-10 кг,,10-20 000 шт/га,6-25 шт,,Syngenta,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Топ Ган F1,,,,1 000 шт,"615,00",,70-75 дн.,8-10 кг,,10-20 000 шт/га,6-25 шт,,Syngenta,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Трофі F1 ,,,,1 000 шт,"505,00",,65-68 дн.,8-10 кг,,10-20 000 шт/га,6-25 шт,,Nunhems Zaden,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Чарльстон грей,4428a1c31ea594518f9fdb34c373e61c,7f9326d6b9312c8bebad5b24c67d3f2d,"Середньоранній сорт кавуна. Плоди овально-видовженої форми, масою 14- 18кг., м'якоть хрустка, насиченого червоного кольору з високим вмістом цукру. Насіння дрібне, темно - коричневе. Шкірка щільна оптимальної товщини, що дозволяє транспортувати кавуни на великі відстані без втрати якості. Дуже врожайний навіть за несприятливих умов вирощування.",1 г,"5,00",,80-85 дн.,12-15 кг,,1-2 кг/га,6-25 шт,,Tezier,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Чарльстон грей,4428a1c31ea594518f9fdb34c373e61c,7f9326d6b9312c8bebad5b24c67d3f2d,"Середньоранній сорт кавуна. Плоди овально-видовженої форми, масою 14- 18кг., м'якоть хрустка, насиченого червоного кольору з високим вмістом цукру. Насіння дрібне, темно - коричневе. Шкірка щільна оптимальної товщини, що дозволяє транспортувати кавуни на великі відстані без втрати якості. Дуже врожайний навіть за несприятливих умов вирощування.",500 шт,"432,00",,80-85 дн.,12-15 кг,,1-2 кг/га,6-25 шт,,Tezier,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Шуга бейбі,,,"Ранній сорт кавуна. Плоди округлої форми вагою 6-8 кг. М'якуш хрусткий, темно-червоний без прожилок, дуже солодкий, насіння дрібне. Шкірка темно-зелена. Рослина сильна, добре адаптована до різних агрокліматичних зон та умов вирощування. Відмінна транспортабельність. Високоврожайний навіть в умовах посухи. Стійкий до фузаріозу. Для вирощування в відкритому ґрунті та під плівкою, вага 5-7 кг. 1 гр.",1 г,"5,00",,75-80 дн.,6-8 кг,,1-2 кг/га,6-25 шт,,United Genetics,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Шуга бейбі,,,"Ранній сорт кавуна. Плоди округлої форми вагою 6-8 кг. М'якуш хрусткий, темно-червоний без прожилок, дуже солодкий, насіння дрібне. Шкірка темно-зелена. Рослина сильна, добре адаптована до різних агрокліматичних зон та умов вирощування. Відмінна транспортабельність. Високоврожайний навіть в умовах посухи. Стійкий до фузаріозу. Для вирощування в відкритому ґрунті та під плівкою, вага 5-7 кг. 1 гр.",500 шт,"471,00",,75-80 дн.,6-8 кг,,1-2 кг/га,6-25 шт,,United Genetics,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Эрлі Джитана F1 ,,,"Дуже ранній гібрид типу «Крісбі». М'якуш інтенсивного червоного кольору, соковитий та дуже солодкий (вміст цукру більше 11,5 %).  Вага плодів 5,5-6,0 кг. Гібрид вирізняється високою продуктивністю та відмінною транспортабельністю. Стійкий до фузаріозу.",1 000 шт,"685,00",,55-65 дн.,6-10 кг,,10-20 000 шт/га,6-25 шт,,United Genetics,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Кавун,Эрлі Саманта F1,,,"Відмінний ранній гібрид для вирощування в плівкових укриттях. Плід видовжений, з темно-зеленими смугами, вагою 9-10 кг. М'якуш темно-червоного кольору, з високим вмістом цукру. Гібрид дуже врожайний навіть за несприятливих умов вирощування. Добре транспортується.",1 000 шт,"752,00",,65-70 дн.,9-10 кг,,10-20 000 шт/га,6-25 шт,,United Genetics,Фермерський пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,, ,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Анет F1,,,"Ранньостиглий (60—70 днів після висадки розсади)
гібрид з подовженими циліндричними плодами. Рослина потужна,
висока, урожайна, з раннім і тривалим періодом плодоношення.
Завдяки швидкому відновленню вегетативної маси добре
протистоїть атакам комах, кліщів. Плоди гладкі, блискучі, темно-
фіолетові, транспортабельні, масою до 300—400 г. Для
вирощування у відкритому ґрунті і плівкових теплицях.",15 шт,,,60-70 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Nunhems Zaden,Міні пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Анет F1,,,"Ранньостиглий (60—70 днів після висадки розсади)
гібрид з подовженими циліндричними плодами. Рослина потужна,
висока, урожайна, з раннім і тривалим періодом плодоношення.
Завдяки швидкому відновленню вегетативної маси добре
протистоїть атакам комах, кліщів. Плоди гладкі, блискучі, темно-
фіолетові, транспортабельні, масою до 300—400 г. Для
вирощування у відкритому ґрунті і плівкових теплицях.",1 000 шт,,,60-70 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Nunhems Zaden,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Бібо F1,,,"Ранній гібрид баклажана для вирощування в теплицях, під плівкою і у відкритому ґрунті. Плоди оригінального білого кольору. Рослина вирізняється швидким ростом і здатністю зав'язувати плоди в екстремальних умовах. Зірвані баклажани довго зберігають свої смакові якості. Один із самих смачних гібридів баклажана - м'якоть ніжна, майже без гіркоти.",15 шт,,,60-70 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Seminis,Міні пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Бібо F1,,,"Ранній гібрид баклажана для вирощування в теплицях, під плівкою і у відкритому ґрунті. Плоди оригінального білого кольору. Рослина вирізняється швидким ростом і здатністю зав'язувати плоди в екстремальних умовах. Зірвані баклажани довго зберігають свої смакові якості. Один із самих смачних гібридів баклажана - м'якоть ніжна, майже без гіркоти.",1 000 шт,,,60-70 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Seminis,Фермерський пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Золотий хлопчик,,,,"0,2 г",,,,30-40 г,,,200-250 шт,,Нем Zaden,Міні пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Клорінда F1,,,"Новий середньоранній дуже продуктивний гібрид. Рослина сильноросла, міжвузля короткі. Відмінне зав'язування плодів і толерантність до холоду. Плоди овальні, розміром 12x25см, масою до 1,5 кг, однорідні, високої якості, мають блискучу, чорного кольору, шкірку. Насіння у плодах відсутнє. Для вирощування у скляних, плівкових теплицях і у відкритому грунті.",15 шт,,,60-70 дн.,"1-1,5 кг",,25 000 шт/га,200-250 шт,,Seminis,Міні пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Клорінда F1,,,"Новий середньоранній дуже продуктивний гібрид. Рослина сильноросла, міжвузля короткі. Відмінне зав'язування плодів і толерантність до холоду. Плоди овальні, розміром 12x25см, масою до 1,5 кг, однорідні, високої якості, мають блискучу, чорного кольору, шкірку. Насіння у плодах відсутнє. Для вирощування у скляних, плівкових теплицях і у відкритому грунті.",1 000 шт,,,60-70 дн.,"1-1,5 кг",,25 000 шт/га,200-250 шт,,Seminis,Фермерський пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Мілєда F1,,,"Ранній гібрид баклажана (достигає через 65-70 днів після висадки розсади). Рослина дуже потужна. Плоди пурпурово-фіолетові, з глянцевим блиском, циліндричної форми, довжиною більш ніж 20 см. Завдяки партенокарпії відмінно зав'язує плоди в холодний період. Призначений для вирощування під плівкою та у відкритому ґрунті. Баклажан використовують у свіжому вигляді та для переробки.",20 шт,,,70-80 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Syngenta,Міні пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Мілєда F1,,,"Ранній гібрид баклажана (достигає через 65-70 днів після висадки розсади). Рослина дуже потужна. Плоди пурпурово-фіолетові, з глянцевим блиском, циліндричної форми, довжиною більш ніж 20 см. Завдяки партенокарпії відмінно зав'язує плоди в холодний період. Призначений для вирощування під плівкою та у відкритому ґрунті. Баклажан використовують у свіжому вигляді та для переробки.",1 000 шт,,,70-80 дн.,300-400 г,,25 000 шт/га,200-250 шт,,Syngenta,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Найт Леді F1,,,"Дуже продуктивний середньоранній гібрид баклажана. Плід циліндричний, блискучий, насиченого темно-фіоле-тового кольору. Придатний для вирощування у відкритому та закритому ґрунті. Має прекрасну транспортабельність та лежкість. Використовується для свіжого ринку, переробки та консервування.",30 шт,,,45-50 дн.,,5х23 см,25 000 шт/га,200-250 шт,,United Genetics,Міні пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Найт Леді F1,,,"Дуже продуктивний середньоранній гібрид баклажана. Плід циліндричний, блискучий, насиченого темно-фіоле-тового кольору. Придатний для вирощування у відкритому та закритому ґрунті. Має прекрасну транспортабельність та лежкість. Використовується для свіжого ринку, переробки та консервування.",1 000 шт,,,45-50 дн.,,5х23 см,25 000 шт/га,200-250 шт,,United Genetics,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Перфекшен F1,,,"Середньоранній гібрид баклажана типу ""Класик"". Плід овальний, має темно-фіолетову блискучу поверхню. Відрізняється високою продуктивністю, відмінною транспортабельністю та прекрасними характеристиками лежкості. Традиційно використовується для реалізації на свіжому ринку, добре зарекомендував себе для переробки та консервації.",30 шт,,,52-56 дн.,"1-1,5 кг",,25 000 шт/га,200-250 шт,,United Genetics,Міні пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Перфекшен F1,,,"Середньоранній гібрид баклажана типу ""Класик"". Плід овальний, має темно-фіолетову блискучу поверхню. Відрізняється високою продуктивністю, відмінною транспортабельністю та прекрасними характеристиками лежкості. Традиційно використовується для реалізації на свіжому ринку, добре зарекомендував себе для переробки та консервації.",1 000 шт,,,52-56 дн.,"1-1,5 кг",,25 000 шт/га,200-250 шт,,United Genetics,Фермерський пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Тірренія F1,,,,15 шт,,,60-70 дн.,450-500 г,,25 000 шт/га,200-250 шт,,Nunhems Zaden,Міні пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Тірренія F1,,,,1 000 шт,,,60-70 дн.,450-500 г,,25 000 шт/га,200-250 шт,,Nunhems Zaden,Фермерський пакет,,Овально-видовжена,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Фарама F1,,,"Дуже ранній (70-80 днів) гібрид баклажана. Рослина відкритого типу, висота 45-60 см. На рослині формується по 6-8 плодів. Плоди баклажанів мають насичений темно фіолетовий колір, у фазі технічної стиглості блискучі, мають красиву циліндричну форму, довжина 20-23 см, діаметр 5-6 см. Шкірка тоненька, м'якоть білувато-зелена, щільна, без гіркоти. Гібрид призначений для вирощування у відкритому та закритому ґрунті.",30 шт,,,45-50 дн.,,6-8х20-23 см ,25 000 шт/га,200-250 шт,,Tezier,Міні пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Фарама F1,,,"Дуже ранній (70-80 днів) гібрид баклажана. Рослина відкритого типу, висота 45-60 см. На рослині формується по 6-8 плодів. Плоди баклажанів мають насичений темно фіолетовий колір, у фазі технічної стиглості блискучі, мають красиву циліндричну форму, довжина 20-23 см, діаметр 5-6 см. Шкірка тоненька, м'якоть білувато-зелена, щільна, без гіркоти. Гібрид призначений для вирощування у відкритому та закритому ґрунті.",10 гр,,,45-50 дн.,,6-8х20-23 см ,"0,3-0,35 кг/га",200-250 шт,,Tezier,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Фарама F1,,,"Дуже ранній (70-80 днів) гібрид баклажана. Рослина відкритого типу, висота 45-60 см. На рослині формується по 6-8 плодів. Плоди баклажанів мають насичений темно фіолетовий колір, у фазі технічної стиглості блискучі, мають красиву циліндричну форму, довжина 20-23 см, діаметр 5-6 см. Шкірка тоненька, м'якоть білувато-зелена, щільна, без гіркоти. Гібрид призначений для вирощування у відкритому та закритому ґрунті.",5 гр,,,45-50 дн.,,6-8х20-23 см ,"0,3-0,35 кг/га",200-250 шт,,Tezier,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Епік F1,,,"Ранній гібрид баклажана для вирощування в теплицях, під плівкою і у відкритому ґрунті. Рослина сильна, висотою до 90см. Плоди овально-конічні, розміром 10x21 см, шкірка фіолетово-чорного кольору, м'якоть біла. Стійкий до вірусу тютюнової мозаїки.",15 шт,,,50-60 дн.,,21 см,25 000 шт/га,200-250 шт,,Seminis,Міні пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Баклажан,Епік F1,,,"Ранній гібрид баклажана для вирощування в теплицях, під плівкою і у відкритому ґрунті. Рослина сильна, висотою до 90см. Плоди овально-конічні, розміром 10x21 см, шкірка фіолетово-чорного кольору, м'якоть біла. Стійкий до вірусу тютюнової мозаїки.",1 000 шт,,,50-60 дн.,,21 см,25 000 шт/га,200-250 шт,,Seminis,Фермерський пакет,,Ціліндрична,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
,Горох овочевий,Болеро,,,"Горох овочевий - високоврожайний сорт овочевого гороху. Рослина компактна, сильна, висотою до -72 см. Стручок темно зелений довжиною 8 см, містить 7-9 горошин. Горошини великі з ніжним солодким смаком. Стійкий до хвороб. Використовується в свіжому вигляді, заморозки і консервування.",10 г,,,48-55 дн.,,8-10 см,100-300 кг/га,3-10 шт,,May Seeds,Міні пакет,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
